draft_num,draft_year,report,word_count,A,G,GP,PIM,Pts,draft_team,junior_team,name,pos,round_num,clas
40,2014,"Bigger defender who plays strong on his skates, and displays skill and power from the back line. Far from ready or showing any certain area where he is high end, but the chances of a spike in his development may be coming. Handles the rough going and can give back. Good straight line speed. Reads the situations well, but he is still not handling the puck expertly. The question is can he get a bit more agile and stronger when he has the puck? A member of his homeland’s team roster for the World Junior Under-20 at Christmas 2014.",99,0,0,9,12,0,Ottawa,Djurgardens (Sweden Jrs.),Andreas_Englund,D,2,False
32,2014,"High-skilled winger with a solid three zone game. Displays good speed and keeps moving to stay in the play in all three zones. His skating is strong and well balanced, and he plays strong on the biscuit, and protects it as he tries to create scoring opportunities. Reads and gets open. Shows some snarl and grit. Responsible and in position in his end. Size at this point may be a concern.",71,5,7,42,16,12,Florida,Brandon Wheat Kings [WHL],Jayce_Hawryluk,R,2,False
38,2014,"Tall, rail-thin defenseman who has shown he has natural attack and carry skills from the backend. A former centremen with a high hockey IQ but still in the developmental process in terms of body building, functional hockey strength, and learning the nuances of playing defense. Has a strong accurate shot and is a fine passer. Despite lacking experience as a defender, teams will look towards drafting him and watching the parts come together.",73,26,3,106,72,29,Anaheim,Skelleftea (Sweden Jrs.),Marcus_Pettersson,D,2,True
28,2014,"The Jamacian-Canadian is an all-compass skater with gliding edges who has an advanced skill-set and great jump. Get defenders on their heel as he darts to the open spaces, to the puck carrier, and to shoot the puck. Still a lightweight in need of functional strength, he nonetheless is a threat most times the puck is on his stick. Shoots the puck extremely well. Has soft hands and handles the puck at top speed, and seems to get the jump on defenders and weave his way laterally around them with relative ease. Has an excellent release and an offensive mentality. Will need to get stronger to handle bigger players defending against him. When he has the space he is a dynamic possession player. Tends to depend more on his own abilities and tend to be a one-man show, refusing to pass the puck to open the ice. Sees himself as the best option on most attacks and the opposition has begun to know that. An exciting highly skilled player and finisher who is exciting to watch.",176,17,7,53,20,24,NY Islanders,Windsor Spitfires [OHL],Josh_Ho-Sang,R,1,True
29,2014,"Rising power forward-type player, due to his skating and scoring. Creates problems for defenses because of his determination and jump on the attack. He is a balanced skater with a wide stance and lateral elusiveness. Finished his checks. Has a quick burst, beating defenders on the outside, and creates chances with his speed. Far from plug and play, he is a work in project as a puck carrier. One of the younger players in the class. Has room to put weight on his frame. Needs more experience on the attack and his decision making when he has it. Needs to control the biscuit better.",104,41,30,187,105,71,Los Angeles,MODO Hockey Ornskoldsvik [SweHL],Adrian_Kempe,C,1,True
27,2014,"Import player who seems to have all the offensive skills to be a very successful NHL down the road. Undeniable weapon who can dangle, set up and score, putting defenders on their heals. Sneaks into the soft areas and lets go with a lethal shot. Lost in his own zone, and needs plenty more strength and commitment to be a better back-end player. The fact that Ilya Kovalchuk walked away from his NHL career to easily find a new buyer in the KHL further complicates the NHL decision in regards to drafting skilled Russian-born prospects, including those who have shown the willingness to come over in the season prior to their draft year.",113,27,19,124,24,46,San Jose,Sarnia Sting [OHL],Nikolay_Goldobin,R,1,True
35,2014,"Hard-nosed defensive defenseman who is positional strong and aggressive playing inside his limits to stop attackers. At this juncture, is only middle of the road in terms of passing, carrying, and mobility. He manages to do a solid job blocking shots, handling one on ones, clearing the crease, and sealing the opposition on the boards. He takes pucks away and reads play well. Hits with authority and makes the play out of the zone well. It is a question as to whether teams see a significant upside.",87,0,0,0,0,0,Tampa Bay,Slavia (Czech Jrs.),Dominik_Masin,D,2,False
26,2014,"Virtual unknown, who came over to the WHL via the import draft without high importance or consideration by the higher ups in his Native Russian, where he had never considered as a player for their international competition teams.  A tall and bigger framed forward, far from a finished product, but one that moves well, has a good stick, and good touch,and displays high IQ offensive attack savvy. True top end puck skills, and outstanding touch as he passes the puck. Shows a willingness to get to the front and has no anxiety in the battle zones. Raw sleeper who may catch the eye of an NHL team fairly early.",109,2,6,37,10,8,Montreal,Saskatoon Blades [WHL],Nikita_Scherbak,R,1,False
30,2014,"Big centreman with good transistion skills, patient distributor with a long stride that helps him stay in  option on the attack ands in support. Displays lateral quickness and is a deceptive shooter. Has long arms, and big frame that can carry more muscle and thickness. Keeps his feet moving on carries and has a good release. Is good on the forecheck, in transition and finishes with a snapshot from the perimeter. Plays for an in-experienced club and has been a solid player and producer who projects as long term project that may eventually flourish into a top six pro.",99,3,2,33,6,5,New Jersey,Brandon Wheat Kings [WHL],John_Quenneville,C,1,False
25,2014,"Smaller wing/centre who has great feet and hands and tons of dangle and nose for the net. Really good when he has the puck and handles it whether he has open space or under pressure. One-on-one he is a joy to watch, as he seems to have a holster full of moves that thwart defenders. Drives the lanes aggressively and is good in traffic. Displays a quick release and rocket shot that catches goalies by surprise. Not a burner North-South or great defensively yet, but he moves quickly laterally and turns and jukes and provides plenty of excitement for those in the seats. He was selected to the roster for the World Junior Under-18 Tournament in April, 2013.",118,152,132,320,131,284,Boston,Sodertalje SK [Swe-1],David_Pastrnak,R,1,True
31,2014,"Son of Claude Lemieux. Not fancy, just a big meat and potatoes North-South wing who can get going a bowl over the defenders on the way. Very thick and still developing strength, but a fearless and always ready combatant if it is necessary. Always good in his end taking pucks back on the wall and safely getting them to the proper outlet. A developing player who may rise up the charts as a first rounder if he continues to show he has the makings of a power forward. And in his past two junior playoff years, he seemed to elevate his game when the chips were down.",107,5,13,72,129,18,Buffalo,Barrie Colts [OHL],Brendan_Lemieux,L,2,True
22,2014,"He was selected to the roster for the World Junior Under-18 Tournament in April. Saw time on the Finnish first line, where he did set up a few scoring chances and also display good responsible work in his own zone. Son of Sami. His Bloodline will call on many scouts to make decisions on just where he fits on their draft boards. So far he looks like a long term project that has some abilities but is still a bit tentative in his play, unwilling to pay the price to make the play.",93,26,28,133,33,54,Pittsburgh,KalPa Kuopio [SM-liiga],Kasperi_Kapanen,R,1,True
23,2014,"PP centreman who already is physically developed and displays a knack when he has the puck on his stick. Not the quickest player, but does move powerfully when he keeps the legs moving.  He is a nice player, just not one that explodes as a top flight offensive prospect. He could, though, develop into a shutdown forward. Can use his size to his advantage on the opposition. Needs to improve his stop/starts, and continue to the defensive commitment and his play away from the puck that his Coach Brent Sutter has instilled. Makes good passes. Has a heavy shot but needs to improve his release time. He must spend more time moving his legs instead of coasting and waiting for things to happen in both the offensive and defensive zones.",130,0,0,0,0,0,Colorado,Red Deer Rebels [WHL],Conner_Bleackley,C,1,False
19,2014,"Elusive undersized defenseman with a calm demeanor, great wheels, and an really quick stick. A riverboat gambler with exceptional puck skills and lightning hard shot. Game changing talent from the back-line where he has great vision soft hands and the ability to make space. The issue teams will have with him is he hasn't been a very good teammate and that attitude had him sitting out for a bit.",69,43,9,132,125,52,Tampa Bay,Sarnia Sting [OHL],Tony_DeAngelo,D,1,True
18,2014,"Big wing who is good on his edges and gets to the net. Offensively has a good skill set, with hands that let go a quick hard shot. Can power to the front and is stong on his carries, using his reach to control the biscuit. Needs to get a bit quicker, and is still raw and needs further development. Certainly a lot to like as he keeps  getting better.",70,54,35,158,35,89,Minnesota,U.S. National Under-18 Team [USHL],Alex_Tuch,R,1,True
16,2014,"Almost six foot winger who is creative on the offense, despite not being a quick strike attacker. Has really excellent hands and makes plays with his stick and movement, while reading the ice for the best option. Smooth stick handler who makes whomever are his linemates a tad better without a need for adjustment time. Plays at top speed  and loves to attack and provide scoring chances for teammates. Committed to Boston College.",73,9,15,70,10,24,Columbus,U.S. National Under-18 Team [USHL],Sonny_Milano,L,1,True
21,2014,"A highly advanced offensive player who understands the attack zone and has a great feel and passion in occupying it. Is a strong skater who stays on track due to his skating base and plays not only strong on the puck but on the forecheck to unearth it.  Tremendous short area burst. Creates chances with good anticipation, soft hands and absolute fearlessness against larger players. If he gets bigger and stronger, some team may draft a huge competitor who already has a two way game and strong back check. Fearless.",90,41,31,155,58,72,St. Louis,Guelph Storm [OHL],Robby_Fabbri,C,1,True
20,2014,"Longer term project who is not the sum of his parts. Displays good feet, vision, hands of the high end level, but his work ethic is on the low end. Needs to become an all around team first player, one who helps his team get chances, and not wait for the team around him to provide him with scoring chances. Takes many a shift off, and can disappear in a tight checking game. The question remains will the team that drafts him see the dazzling skill and motor for 60 minutes? Was named to the U.S. World Junior A roster for the Junior A Challenge. Committed to North Dakota University.",110,71,34,179,32,105,Chicago,Green Bay Gamblers [USHL],Nick_Schmaltz,C,1,True
17,2014,"Big rangy Western league defender with size, skill, feet, puck skills and shot.",13,34,11,131,42,45,Philadelphia,Calgary Hitmen [WHL],Travis_Sanheim,D,1,True
14,2014,"Small defender who plays much bigger than his size. Fearless, and will engage anyone to get control of the puck.",20,11,2,87,28,13,Dallas,Swift Current Broncos [WHL],Julius_Honka,D,1,True
24,2014,"Fearless six foot centre with very good mobility, agility, and gears. Plays strong on the puck and has impressive vision, hands, stick-handling skills and passing ability while in flight. Can play in tight and quickly jump into the open areas and get off strong shots. Good hockey IQ in all three zones, and quick to come back in transition. Takes care of his own end and is fearless in puck battles at both ends. He is unafraid in the battle zones and wall to make plays and work for pucks. Has a quick stick, and accurate passing skills. A strong competitor who will give a good showing each night.",109,50,38,244,97,88,Vancouver,Soo Greyhounds [OHL],Jared_McCann,C,1,True
11,2014,"Swiss-born Czech prospect is a soft touch passer with scoring prowess, and some jam. Can finish, has a willingness to go get the puck back due to his balance and quickness. Good in tight and a brilliant puck handler, and smart and accurate when dishing it off.",47,56,48,223,80,104,Nashville,HV71 Jonkoping [SweHL],Kevin_Fiala,L,1,True
15,2014,"Two-way player at the centre position who displays excellent balance and jump all over the 200 foot sheet. Sees the ice well and makes plays in the offensive zone with both skill and grit. Plays strong on the puck and shows some snarl in the battle zones. Displays soft hands and sets up a whole lot of chances for his linemates. Very responsible in his defensive zone. Smart and aware on the attack, and deceptively quick.",76,125,88,318,207,213,Detroit,U.S. National Under-18 Team [USHL],Dylan_Larkin,C,1,True
10,2014,"Tough and quick, he is a good playmaker and scorer. Strong on the forecheck and in the battle areas. 200lber with great size, good on-ice vision soft mitts, quick release and natural goal scoring instincts. Working to be a stronger forechecker, and improve as a two-way player. Already displays skill and physical presence. Aggressive physical player with good agility and footwork. Punishing hitter. Emerging offensive player who is difficult to move off the puck. Uses his core strength and skating strides to cause problems defending. It would be no surprise to me if he leapfrogged higher ranked prospects and went even higher. He was selected to the roster for the World Junior Under-18 Tournament in April, 2013.",117,55,35,246,253,90,Anaheim,Peterborough Petes [OHL],Nick_Ritchie,L,1,True
9,2014,"A Danish blazer who has high end acceleration and a set of gears. One of the best skaters in this draft. Fearless in traffic. Possesses an excellent wrist shot. Can makes plays while moving at his top gear. A bit undersized, but developing in all phases. A member of his homeland’s team roster for the World Junior Under-20 at Christmas 2014.",61,109,90,298,100,199,Winnipeg,Halifax Mooseheads [QMJHL],Nikolaj_Ehlers,L,1,True
12,2014,"A bigger man with great skating ability, good hockey IQ, a long reach, and strong skating stride. Plays strong on the puck, and has displayed considerable scoring ability in the early going, and went on to have career offensive totals while playing a 200 foot game. Is a very effective forechecker,and is always around the puck.  Lanky and has room to fill out.",63,27,45,199,76,72,Arizona,Niagara IceDogs [OHL],Brendan_Perlini,L,1,True
7,2014,"Big framed physical defenseman who combines good feet, offensive upside with solid defense. Very composed defender with a poise & calm, a good stick, and some aggression in his own zone. Makes solid contact, and his reach helps break up attacks. He is a solid transition passer, and his skating ability makes him good going back up-ice. Has plenty of room to get bigger and stronger. Watching him as an attacker is why teams are hoping he is on the board when they are picking. He patrols the right point as threat in many ways. His skating ability and balance might have him walk the blue line, and thread the needle with a pass to a forward on the half wall, or take the shot as things open. He is good at holding pucks in on the pinch, and his long reach lets him place them in on the attack effectively. A promising prospect that will get bigger and play strong minutes on a NHL team's defensive pairing. Exactly which pairing he projects to will be determined as he advances.",180,9,0,87,16,9,Carolina,Red Deer Rebels [WHL],Haydn_Fleury,D,1,True
8,2014,"Small lightweight centre who upper level skills will see him being selected fairly early. He may never have a physical side, but he makes up for it with a other aspects that push him close elite level on the offensive end. Possesses top end gears, and lateral agility. Has great hands and could stickhandle in a phone book. Is both a good shooter and passer. Displays a quick release and pin-point passing accuracy. Son of former NHLer Michael Nylander. He was selected to the roster for the World Junior Under-18 Tournament in April, 2013.",94,107,55,239,62,162,Toronto,MODO Hockey Ornskoldsvik [SweHL],William_Nylander,R,1,True
6,2014,"Physically punishing forward who skates really well with top speed. He goes to the net with abandon, and scores a lot inside the circles. Ultra-aggressive stronger skating attacker who can make plays at top speed, dangle though defenders one on one, and create havoc in the battle areas. Displays a really good release and shot who jumps out at you when you watch him.",64,27,32,210,137,59,Vancouver,Calgary Hitmen [WHL],Jake_Virtanen,R,1,True
5,2014,"Big bodied forward who plays strong on the puck with very good hands, balance, and power to his stride. Life-long centre currently being asked to play wing. he is good along the wall and clogs the front in anticipation of teammate's shots. Good passer with a longer reach and solid in his own zone. Solid 200 foot player whose frame looks to get thicker and make him even more of a load on the wall and in the slot. Far from the finished product, but reads the ice well and distributes the puck well on the attack. Final rank will be closely tied with how he develops by the draft.",110,4,3,32,2,7,NY Islanders,Oshawa Generals [OHL],Michael_Dal_Colle,L,1,False
3,2014,"German import who is his second season in the ""dub"" adjusting to the North American style, which his seems tailor-made for his big-framed offensively aggressive style. Not a fighter or pounder, but plays to his size as offensive playmaking centre-wing. He will strat as a centre but may find time as a wing. Displays good balance and plays strong on the puck. A good set-up man who also can quickly get off the puck too. He may need to continue improving his speed and add strength to make even bigger impact. A North-South skater who does have decent stick-handling skills. He is tall and will get thicker. Projects as a top ten pick early on. He was selected to the roster for the World Junior Under-18 Tournament in April, 2013.",130,187,125,351,126,312,Edmonton,Prince Albert Raiders [WHL],Leon_Draisaitl,C,1,True
13,2014,"Has been on the radar for several seasons as his skill level has always been evident. He was selected to the roster for the World Junior Under-18 Tournament in April. A dynamic player who despite his smaller size, is an impact player capable of getting dirty and competing against all comers. Displays great vision, IQ and feel for the attack. A flyer with first step quickness, who plays strong on the puck, and excellent puck-handling skills and lateral mobility. Will need to get even stronger but he has deceptive array of shots, and excellent set-up skills, and goes to the battle areas with reluctance at his present size and strength. A very creative offensive generator who can find a teammate or bring the fans out of their seats with his sudden offensive forays. The question might be can he stay focused and give 100% effort for sixty minutes. Again being a elite player in Czech, he hasn't developed the strong defensive commitment he will need in the North American game. It just isn't there yet. A member of his homeland’s team roster for the World Junior Under-20 at Christmas 2014.",190,40,40,176,41,80,Washington,Linkopings HC [SweHL],Jakub_Vrana,L,1,True
4,2014,"A centre-wing with great foot speed, skills and edge. Can score and generate offense, but also forecheck with opposing players shaken when he is coming. In open ice, his acceleration gives him even more respect and he is an excellent one-on-one attacker. He will get stronger and maybe bigger. His compete style and versatility have him on the board as a possible first overall. He was selected to the roster for the World Junior Under-18 Tournament in April, 2013.",79,61,55,312,264,116,Calgary,Kingston Frontenacs [OHL],Sam_Bennett,C,1,True
1,2014,"Ekblad is another prospect who has taken a ton of criticism for looking ""ordinary."" Big defenders seem to always look like they are lumbering (not standing out as a ""flash and dash"" players,) even while playing solid. Plays big, calm, and poised. Shows physicality, and can dominate, because he is bigger than most opponents. Excellent transition passer,and has a hard point shot. A good balanced skater who has improved his lateral agility, which will help close gaps. With big men, you usually wait for the feet to catch up with the body. When his do, you may see an improving offensive game. It is easy to overlook the lack of wow factor with him when you realize you are getting a huge defender who will play in the bigs. Panic-free big defender with agility, great skating ability, and controlled play. Size, skill, smarts and hockey sense and plays all phases so well. Has a great stick, and is excellent in transition and a fine long passer.Has size, skill, smarts and hockey sense. Plays all phases so well.",177,105,66,391,249,171,Florida,Barrie Colts [OHL],Aaron_Ekblad,D,1,True
2,2014,"Bloodlines are where Sam Reinhardt's resume start. His father,Paul, played in the NHL, and his two brothers have already been drafted, and he could turn out to be the best of the bunch. Critics may try to dissect his skating, his physical strength and size, but he is an all-around impact player with vision, excellent playmaking skills, and some grit.  Great hockey IQ and diagnoses things so well in the attack zone. Is quietly developing a strong 200 foot game and has a quick stick, good lateral quickness and good diagnostic skills. Good on the wall. A strong set-up man who understands the attack zone but also can score. Goods hands, agility, offensive skills, and exceptional on-ice vision. Not super quick but reads and reacts in all zones. Displays a quick stick, and good on the wall. Not the biggest guy, but unafraid to hold his own against most opponents. He was selected to the roster for the World Junior Under-18 Tournament in April, 2013. Projects as a top six centre-wing.",171,118,87,331,60,205,Buffalo,Kootenay Ice [WHL],Sam_Reinhart,C,1,True
211,2012,"Projects as a number one two-way defender whose size, cool demeanor, vision, and feet will let him contribute both offensively and defensively. By far the best American born prospect in this draft. Plays defense with plenty of nastiness and was well respected in the OHL as a 16 year old in 2010-11. Much has been made of his ""immaturity"" for not using the summer as an intense preparation period for his draft year, and many felt he was out of shape. This impacted his performance and the larger role that had been planned for him earlier this campaign. It took him awhile to return to the level of play he had displayed at the 2010-11 season's end.",117,0,0,0,0,0,Los Angeles,Windsor Spitfires [OHL],Nick_Ebert,D,7,False
207,2012,"New Jersey native is a tall sniper who shows offensive prowess, stick skills, and soft hands. Needs improved defensive play, game strength, skating, and compete level.",26,0,0,0,0,0,Vancouver,Exeter [N.H. H.S.],Matthew_Beattie,R,7,False
202,2012,3rd yr. eligible Russian speed wing who again showed his prowess in the World Junior Tournament. A player who may be ready for NHL duty much sooner than the rest.,30,0,0,0,0,0,Tampa Bay,CSKA Moscow [KHL],Nikita_Gusev,F,7,False
208,2012,"Raw Quebec-league defender who is still learning to use his body and hone his offensive & defensive talents. He is playing on a deep veteran Shawinigan team, so sees less ice than if he played elsewhere. So far a defense-first defender who has a quick stick and uses it to break up plays. Needs time and experience. Already has a nice stretch pass, but he is a long term developer.",70,0,0,0,0,0,Phoenix,Shawinigan Cataractes [QMJHL],Justin_Hache,D,7,False
206,2012,"Rising player who plays center but projects well as an NHL winger. He displays improving puck skills, and the ability to develop into a stand-in-front PP presence. A strong skating forward who has a solid developed frame and plays to his size. An aggressive player, good skater, good stick-handler whose offensive game may continue to grow.",56,0,0,0,0,0,St. Louis,Brandon Wheat Kings [WHL],Tyrel_Seaman,C,7,False
201,2012,"Raw Russian prospect who has good feet, although average in traffic, good lateral mobility, and terrific balance and pivoting ability. Stockily built, he is tank-like in his hits on attackers in front and on the wall. Plays with a bit of nasty for 60 minutes. What will be called in to question is whether he will be able to progress in the other phases of his defensive game, and in his understanding of positioning. Loves contact but loses sight of his job out there.",84,0,0,0,0,0,Philadelphia,Spartak Jrs. [Russia],Valeri_Vasiliev,D,7,False
204,2012,"A big man who skates extremely well and has excellent acceleration for a kid his size. Far from ready, he needs to be more aggressisve, smarter with the puck, and add more shot development.",34,0,0,0,0,0,Buffalo,Duluth Marshall [Minn. H.S.],Judd_Peterson,R,7,False
198,2012,"A dynamic two-way defenseman who can QB the power play, and seems two feet above the competition in his anticipation, vision, and poise. Strong skater. His dual citizenship allowed him to play for Sweden in the World Under-17 Hockey Challenge at Christmas. His mother is former tennis star Catarina Lundqvist.",50,16,3,106,23,19,San Jose,Cornell University [ECAC],Joakim_Ryan,D,7,True
196,2012,"Solid two way defender who never looks out of position and plays a smart game. He will need weight training, but already has excellent skating abilities and balance. Is an above average PP general, who knows where to distribute. Moves effortlessly along the blue line laterally, which helps to open the scoring lanes. An excellent long term prospect and value in the later rounds of this draft.",67,0,0,0,0,0,Ottawa,Mora IK [Swe-1],Mikael_Wikstrand,D,7,False
194,2012,Huge tall defender who has skill and feet. He needs time to develop and get more opportunities to improve.,19,0,0,0,0,0,Florida,Linkoping Jrs. [Sweden],Jonatan_Nielsen,D,7,False
191,2012,"Brandon is a large, athletic goaltender who covers a large portion of the net. He will need to polish his positioning, but with his raw talent and size, he should be a fast riser in the rankings. Playing for Atlantic at the World Under-17 Hockey Challenge, he stared as Team Atlantic upset Team West in the fifth place game and outplayed top goaltending prospect from the QMJHL, Francois Tremblay.",69,0,0,0,0,0,Chicago,Victoriaville Tigres [QMJHL],Brandon_Whitney,G,7,False
195,2012,"Far from the finished product,this under 6 foot defenseman is an excellent stickhandler and smart with puck distribution. Excellent PP guy. Makes the long stretch pass. His skating leaves much room for improvement, and improved leg strength will help a bit with that. Won Minnesota's Mr Hockey award. His father played pro hockey.",53,20,4,108,14,24,Washington,Brynas Jrs. [Sweden],Christian_Djoos,D,7,True
192,2012,"Undrafted last year, he already had over 75 points prior to March 2012. Strong competitor with speed and playmaking skills.",20,0,0,1,0,0,Colorado,Kamloops Blazers [WHL],Colin_Smith,C,7,False
197,2012,"Rangy, physically mature defender who is defense-first, but also shoots and passes well enough to get PP time. Uses his body to punish attackers, and pretty much maintains good positioning in the defensive zone. Has some offensive game and a big shot. He plays in all situations and looks like a good developing prospect.",54,0,0,0,0,0,Washington,Calgary Hitmen [WHL],Jaynen_Rissling,D,7,False
189,2012,"Named by ESPN Boston as Mr. Hockey, he was a team leader, who has keen offensive skills and is committed to all three zones.  He scored 27 goals, 64 points in 22 games on his way to overtime Super Eight championship winning goal. He has committed to Boston University.",49,0,0,0,0,0,Carolina,Malden Catholic [Mass. H.S.],Brendan_Collier,L,7,False
68,2011,"Undersized center-wing but a solid performer on a struggling OHL team. Another player who showed at the World U-18s that he was smart and opportunistic, and could play on any line in any role. Good check and penalty-killer. A guy you select and then ""wait and see.""",47,42,31,259,103,73,Philadelphia,Soo Greyhounds [OHL],Nick_Cousins,C,3,True
66,2011,"Chicago area prospect who was named National College Hockey Rookie of the Year after leading all college freshman with 23 goals and 31 assists for 54 points, including 16 multi-point games. Was eligible in 2010, but teams were leery of his size.",42,0,0,3,0,0,Columbus,Notre Dame [CCHA],T.J._Tynan,F,3,False
67,2011,"Dave Lowry's son is a work in progress. The size is there, but the skating balance, strength, and snarl need tweaking. A big guy who will get bigger. Plays with jam. The wall is where he works, and with continued filling out and work on his skating, he could be a great player.",53,60,53,359,192,113,Winnipeg,Swift Current Broncos [WHL],Adam_Lowry,C,3,True
63,2011,"Strong skating big man who is very well co-ordinated at a younger age. He seems naturally balanced and smooth in his stride, and able to control the gaps due to his lateral skating prowess. Also has a long reach, and smarts. Wins collisions against most opposing players. Good skill package and a huge upside, that is if we can use his showing in the OHL as a starting point in the long road to the NHL. So far he keeps it simple, being more of a decent outlet pass guy, but has puck skills enough to carry the mail.",99,0,0,13,18,0,NY Islanders,Guelph Storm [OHL],Andrey_Pedan,D,3,False
64,2011,"Good puck abilities, and scoring prowess. Has some quickness and digs in. Big three-zone winger who has some power game, is very active all over the ice. If his scoring production was better, it would help him on draft day.  Presently teams will view him with limited offensive prowess, and maybe lacking in enough jam to compensate for it. A good balanced skater who will need to work on increasing his speed, but he gets there, plays good defense, and will be worth a selection.",85,145,101,365,225,246,Florida,Saginaw Spirit [OHL],Vincent_Trocheck,C,3,True
60,2011,"Daddy is the head coach at the U. of Minnesota. Sonny boy has keen skating abilities, nice hands, and a nice skill set. Looks like a player already, and has a high on ice IQ. May be the best player in Minnesota high school.",44,0,0,0,0,0,Minnesota,Wayzata H.S. (Minn.),Mario_Lucia,F,2,False
61,2011,"Dark horse prospect who displays excellent skills with the puck and his stick. His superb skating and compete level combine to make him a player who will get his name called early in June. Great transition player, defensively-able, and can even kill penalties. A late season concussion is what pushed him out of the mid-first round. With a full recovery though, some team gets a big-time offensive present.",68,26,12,128,39,38,Ottawa,Ottawa 67's [OHL],Shane_Prince,L,2,True
186,2012,Just hitting his stride after a major injury last year where he lacerated his spleen while delivering a big-time hit.  Plays a strong two-way game. Committed to Michigan State University.,30,0,0,0,0,0,Calgary,Muskegon Lumberjacks [USHL],Matt_DeBlouw,F,7,False
187,2012,"Played both left wing and defense in the past, as he has very good speed and puck skills. Will stand up for himself and drops the mitts whenever necessary. Raw developing physical pounder on D with big time strength already.",40,0,0,0,0,0,Anaheim,Calgary Hitmen [WHL],Kenton_Helgesen,L,7,False
185,2012,"Developing prospect with a good overall game. Has an active stick, some up-ice puck movement, and good balance. His skating stride needs work, and he will need time to develop. Good recognition skills and overall savvy. He has verbally committed to the University of Minnesota.",45,0,0,0,0,0,NY Islanders,Grand Rapids H.S. [Minn. H.S.],Jake_Bischoff,D,7,False
184,2012,"Butterfly goalie with a quick glove and strong athletic ability. Has quick reflexes, fast legs, good lateral movement, solid rebound control, good positioning, and great recovery ability. Calm when the attack is strong and drives when taking shooters on. Very lean and had no formal goaltending coach until four seasons ago. Intriguing goalie prospect.",54,0,0,2,0,0,Phoenix,Pardubice Jrs. [Czech Rep.],Marek_Langhamer,G,7,False
62,2011,"Big, quick-legged Finn goaler who gives little net to shoot at. He moves very well, stays in the play and competes like he is going to win every game. Was instrumental in the Finland win over Sweden at the Four Nations last November.",43,0,0,0,0,0,Edmonton,JYP Jrs. (Finland),Samu_Perhonen,G,3,False
182,2012,"In the draft year where so many defenseman were already projected to be solid NHL mainstays, comes a player who equals many of the D-men all slotted before him. He reads situations very well, and is consistently efficient as a reliable shut-down defender. Not a guy who stands out with flash or dash. Just a smart player who stays within his abilities to be a very good two-way defenseman. Has nice size and a wide skating base. Not overly physical but puts himself in good position and has an active stick to break up offensive flurries. Terrific footwork. Never does too much, and plays with an ability to know when to slow things down or speed things up. A good outlet passer who never wilts when pressured and a nice point man on offense. Plays strong on his skates, moves well laterally on the blue line, and is a decent set up man. Needs to use his big-time shot more. Has many attributes that will be attractive to NHL teams as he has upside. At the CHL Prospects game, he won the event tiebreaker as the player wtih the most accurate shot, edging out Scott Laughton.",196,0,0,0,0,0,Columbus,Soo Greyhounds [OHL],Gianluca_Curcuruto,D,7,False
65,2011,"A gritty, still developing forward who is starting to use his size, speed, and grit.",15,6,4,59,60,10,Anaheim,Mississauga St. Michael's Majors [OHL],Joseph_Cramarossa,C,3,False
180,2012,"Speedy, smaller player who finds hole and gets open using his skating prowess. His two-way game is a work in progress for this Belarusian import.",25,0,0,0,0,0,New Jersey,Owen Sound Attack [OHL],Artur_Gavrus,C,6,False
178,2012,"Anchorage, Alaska native is a left wing who plays as a power player down low. Has scoring ability that may flourish at Colorado College, which he committed to.",28,0,0,0,0,0,Phoenix,Shattuck St. Mary's [Minn. H.S.],Hunter_Fejes,L,6,False
175,2012,"Son of ex-pro Brian, he plays with his head on a swivel, and is able to see all of the ice and make smart adjustments. Very tough player with up-ice skill. He is a long term developmental player.",38,39,14,205,111,53,Boston,Spruce Grove Saints [AJHL],Matt_Benning,D,6,True
176,2012,Strong defensive defenseman with an aggressive style but limited upside.,10,1,2,40,37,3,St. Louis,Jokerit Jrs. [Finland],Petteri_Lindbohm,D,6,False
174,2012,"Active fleet center who shoots the puck extremely well. At the CHL Prospects game, he bested seven other contestants in one lap around the rink competition with a 14.132 second score. Was asked to participate in the NHL Research & Development Camp in August. Billed as a quick power type wing with jam, he seemed to show little scoring consistency, jam, and failed to play an intense game. Did show up more prominently during his team's playoff run. Possesses tons of the skills that NHL teams look for in forwards. It remains to be seen if he commits to further development.",101,0,0,0,0,0,Florida,Rimouski Oceanic [QMJHL],Francis_Beauvillier,C,6,False
173,2012,"Second year eligible player who we had projected as a possible 4th rounder last year. Made significant progress as a solid offensive threat. A player with an extra gear who can leave the enemy flat-footed when he breaks up ice, and can score on a breakaway or shoot-out due to his patience and hands. Can be strong on the puck in tight quarters but seems at this point to be happy just getting open and being a perimeter player.",79,0,0,0,0,0,Pittsburgh,Shawinigan Cataractes [QMJHL],Anton_Zlobin,L,6,False
171,2012,"Attended Flyers preseason training camp, where he had an excellent camp despite his size. His skating and puck possession skills were top-notch. Has quick, soft hands and passes the puck well in transition. However, his size may limit his effectiveness in the tougher pro game.",45,5,2,27,2,7,Los Angeles,Gatineau Olympiques [QMJHL],Tomas_Hyka,R,6,False
169,2012,Undersized wing with high hockey IQ coupled with excellent puck skills. Needs more involvement down low and a bit more quickness.,21,49,29,178,47,78,Chicago,Waterloo Black Hawks [USHL],Vinny_Hinostroza,C,6,True
