draft_num,draft_year,name,report
8,2017,Casey Mittelstadt,"Thick, strong high schooler who dominates the entire ice. Moves quickly and efficiently into the attack zone and tilts the ice with continual carries that create advantageous looks for his team. Seems to be far superior to his present teammates, and it lessens his dominance. If his hockey IQ reads openings on the ice and linemates don't see what he does, they are less likely to be in advantageous.  This makes him seem less effective, but his high skills are less evident. You are selecting him and waiting as he develops. Committed to University of Minnesota."
7,2017,Lias Andersson,"Smart positional strong centre with a high compete level and willingness to throw his body around.Son of Niklas who scored a half a point a game as an NHL pro, he also displays strong offensive skills. High hockey IQ who knows where everybody is and where things are going. A complete player in all phases and zones who leads by example. Stands up for his teammates. Never stops working in the attack zone and more importantly in the defensive zone. Has a hitch in his stride as he is a short choppy strider, but it in no way deters his advancement to the higher levels of play. And edgy centre who seems to be able to quickly adjust to new linemates and making the better. His stint in the Four Nations tourney in November playing alongside RW Carl Grundström (Toronto draft pick).and LW Elias  Pettersson saw them dominate. He scored a couple in the World Junior U-20 also."
6,2017,Cody Glass,"Late bloomer with excellent speed, quick hands, and sneaky release. Since last season he gained 20+ pounds and grew more than a couple inches, making him tough to push of the puck in his possessions. Has a high hockey sense - finds the open seams, gets open, and anticipates where the puck will be. Strong on the puck, keeping it away from from opposing defenders. Displays excellent all-around speed. He looks to get even bigger and stronger, and has significant upside."
3,2017,Miro Heiskanen,"Undersized defenseman who continues to shine impressively in every international showings. Although he is slightly built and in need of beef and more muscle, he is very athletic, and has shown himself an equal to the grown men playing against him in the Finnish pro league. He possesses high end mobility, agility, an excellent skating stride and vision and makes solid defensive zone reads. A four-direction skater who easily transitions to his back pedal and calmly handles the attacker when middle zone turnovers happen. He is very good around his own net, and has a very active stick, clogs lanes and either moves the puck to the right place in transitions, or will skate the puck out, even under pressure. Plays calm and makes good decisions under pressure in his own end. Reads and anticipates the play well, activating from the defensive position flawlessly as he carries and passes the puck so well. A power play quarterback who distributes well and gets it on net when he shoots. The negative is that he may not be able to get that much bigger and needs girth and muscle. So he is what he is: a extremely agile puck carrier who simply is not a big man. Hasn't the NHL had room for a few of these?"
4,2017,Cale Makar,"This small defender has all the making of a future NHL offenseman. Seems to be in constant motion, and able to intercept pucks and turn them in to quick strikes towards his opponent's net. Very undersized and will need plenty more muscle as he continues his development. Cleary one of the smarter and better offensively talented Dmen in the class. The PP QB on his Alberta Junior League team, and has a quick release of a point shot that he gets off without taking a big backswing. He displays strong wrists take enable him to get strength on his shots and zip on his passes. After being selected to play in the World junior Challenge, it what might have been viewed as a step up in competition compared to the players he faces in the AJHL -- but he looked dominant in many phases, using his lateral agility and athletic strides to cut through the neutral zone, activating to open space on the give and go, and reading ensuing plays and covering huge areas of the ice with his feet. His speed and good edging work in consort with his ability to handle the puck at top speed. When he is doesn't have the puck, he looks to jump on errant passes or ones sent cross ice changing possessions. Will pinch but always gets back in position in a few strides because he's so quick. Holds a strong gap. This is a player who creates space and time and plays smart. More of a long term development project -- but he is a player."
5,2017,Elias Pettersson,"Top scorer on his team  on a point a game pace. even though he is more of a playmaker, he scores some really pretty goals. Very strong on the puck and an all-around high skilled player whose hands, head, and feet make things happen. Very agile and slippery. Has an extra gear and slick stick. Can cut and slash through tight space and draws penalties because of it. A selfless give and go player, he excels as a power play guy with an exciting future. Lias was added as their centre in the Four Nations U-20 tourney in November, playing alongside Carl Grundström (Toronto draft pick) and was a dominant player in the tourney."
1,2017,Nico Hischier,"The best Swiss player in the 2016 World U-18s, graduated to become their best player in the 2017 World U-20. He is a centre-wing with quickness and skill. Has a scorer's mentality, but displays high passing skills to go along with his elusiveness. Great vision and follow through. He reads the play in both ends and when in control of the puck, he uses his soft hands and stick skills to move the pace of the game. Plays fast. Is great on his edges and his agility lets it appear as if he fazed in from nowhere to control pucks and score. Maybe more importantly, he seems anchored to the ice sheet -- unfazed by contact -- and plays strong on the puck, continuing through traffic to finish. In a congested crease area, he seems to root around and find the truffle before others realize it's in the back of the net. He takes the pucks in open areas, reads the ice in front of him, slashes through defenders in the hard areas to the front and lets it fly with an extremely quick deceptive release. Adequate in his own end (positionally strong), but he knows what side his bread is buttered. Not big or edgy, and there is room for growth in both areas, but displays toughness in how he attacks, attacking the box and letting his sneaky wrist shot fly. In a draft class with the early marquee choices injured and the best of the rest seeing their production fall off, why not first over-all? He lacks thickness and can add pounds and muscle."
197,2014,Olivier LeBlanc,"Undersized lightweight defenseman with good vision, puck moving ability. Passes the puck well handles his defensive responsibilities despite the fact he may be a long term guy who needs weight and muscle to ascend up the ladder."
2,2017,Nolan Patrick,"To most he is the 2017 draft class front-runner who does everything well.  His greatest strengths at this point are his on-ice vision, maturity and competitiveness. Hopefully he will continue to improve into a three-zone player. He is already big and has displayed a notable improvement in his skating, mobility and strength. Excellent stop and start skater who explodes away from defenders. Light on his edges; difficult to contain when on the fly. Patrick is a terrific passer who holds the puck until just the right moment and then finds his spot. Goes to the net hungrily and with all possible dispatch. A good decision maker; his development is coming along nicely, especially  skating and on-ice pacing. Nephew of James Patrick."
195,2014,Patrick Sanvido,Giant defenseman with a good stick and shot blocking ability. His feet get him to the player he wants to punish. Limited upside at this point until he gets better on his pins. Has room to fill out even more and increase mobility.
199,2014,Pavel Jenys,"Big strong two way forward with a two way game, who plays strong on his skates and is strong on the puck. Good with the puck on his stick, and an excellent shot. Has little aggression or push in the attack zone, and he needs to develop fast first steps."
194,2014,Kevin Elgestål,"Still developing power wing who sets up shop in front and is far from docile in terms of engagement. Didn’t see lots of ice time and is going to need a few seasons to figure out things and add weight and muscle. Need to gain first step quickness, but once in motion, he can get going fairly fast and show agility in his carries. Has a good shot that will improve as he gets stronger. Strong on the forecheck and has some upside as a bottom six winger."
196,2014,Axel Holmström,Prototypical Swedish two way centre who takes care of his end and then thinks the offensive side.  A solid six footer with a solid work ethic decent hands and smart playmaking skills. Likes to wait and hold the puck that split second and wait for lanes to open up. Not a banger but physical enough to go to the front or work all the battle areas. Was Nylander's centre in the World Junior U-18s.
191,2014,Jared Fiegl,"Two-way power winger who may never skate well enough to be a top six player, but displays a strong over-all game as a wall player. Wins puck battles and has the strength to cause problems there. Has improved his heavy boots,and become a good three zone competitor with good feet and fluidity. Uses his size and plays fast. Developing player."
192,2014,Matt Ustaski,"Glenview Illinois native is raw big man with good skills and feet, Far from develomentally ready, he is committed to the University of Wisconsin, where he will get time to advance"
187,2014,Kyle Jenkins,"Langy two-way defender with who needs weight and strength training in order to advance his game. Displays good feet, puck and possession skills, and hockey smarts but needs that additional girth and power to continue his upward spiral."
188,2014,Pierre Engvall,"Look good in the Five Nations Tourney as a big speedy power forward with an all-around game and plenty of hustle. Strong on the puck, and displays good vision in the attack zone. Has a solid defensive game, is very good forechecker, and plays on the PK.  Very aggressive and stirs the pot on the attack. At thsi point doesn't show accurate decision making when carrying, and he doesn't really show good haves yet."
193,2014,Edgars Kulda,"Almost matched his season totals in the WHL playoffs, due to the fact he was buried on the Championship Oil Kings veteran roster until injuries hit and he got to get more than fourth line duty. Showed he could play well in the battle zones with good skills and abilities. As import players usually take a bit to get strong and adjust, he may be a player who gets selected as a longer term prospect, Based on his play down the stretch, and his being named the MVP at the Memorila Cup, he has raised his status to a early round pick."
190,2014,Francis Perron,"Soft-handed smooth skating  offensive generator who displays nice offensive instincts and puck skills but at this juncture is thin and of average height. Nonetheless, he enters March with over 50 points. Long term prospect who will need to bulk up and grow stronger."
185,2014,Cameron Darcy,"Plays a physical style, and has good hands. Skating is a work in progress."
179,2014,Ivan Nalimov," A third year eligible with good feet, glove and solid positioning. Possessed NHL goaler mechanics and in the Subway Super Series put on some incredible performance."
178,2014,Dylan Sikura,"A really smooth passing centre-forward who is a good set up man in the OJHL. He is committed to Northeastern University.  Has a good shot, great vision and a willingness to drive the net, and projects as winger long-term. Needs work on improving his skating stride, adding weight and strength, Comes from a rags to riches family story."
175,2014,Adam Ollas Mattsson,"Big stay-at -home defenseman project who has a long reach, and the willingness to use his size to his advantage on all engagements. Makes the simple best outlet and doesn't try to get cute. Not the strongest or quickest afoot, at this juncture, and can have trouble with quicker attackers and can be rattled when under heavy forecheck. He is able to slow play down and looks like a decent long term project on the backline."
174,2014,Maximilian Pajpach,"Agile goalie with good reflexes, lateral movement, glove and pads."
176,2014,Samuel Blais,"Undersized QMJHL centre/wing with good feet, hands and get-up. Improved his draft status by continued attention to the defensive side of his game."
180,2014,Matthew Mistele,"A sniper pure and simple. Skates really well and balanced, gains separation, and always gets open and ready to fire his array of terrific shots. Displays a great feel in the offensive zone and his hands help provide even more room for him.  Very coachable and mature, he needs more strength and time to develop as an all-around two-way player. Has room to fill out, and hopefully gain a bit more edge. Showed up for the playoffs."
173,2014,Jaden Lindo,"Big strong winger who is far from being polished player. Has good wheel and speed, but still learning the game as a attacker and defender. Not easy to knock off balance. Has shone times when he plays with a bit of nasty, but not with any consistency. Good in the corners, plays well without the puck, and although not the best developed offensive skilled guy,has potential"
172,2014,Chandler Yakimowicz,"Big feisty Pennsylvania-born centreman who is just starting to come into his own. Feet are still catching up with the growth spurt, but already has shown some quickness.  Long term developmental project at forward. Was part of the USA NTTP Junior team and played a few games with the USA U-18."
170,2014,Cristiano DiGiacinto,An aggressive grinder with good passing skills and a mean streak. Need first step quickness as it takes time for him to get to top speed. Passes the puck well and is a hard working reliable defensive player and an agitating forechecker who makes things difficult. has a shot too.
169,2014,Reid Duke,Has shown potential to be a top pick by way of his elusive skating and puck-handling and above average speed. Has some grit is strong on the puck and very good one on one. The problem is he is inconsistent shift to shift and needs to be a 60 minute player. Maybe further weight training and strength will build his game in this area.
167,2014,Chase Lang,"Slick skating centre-forward who has a very high skill set. Excels on the power play. Goes into the dirty areas. Has a good accurate shot, and good hands. Very agile and elusive, but also steady in the defensive zone. Needs to get bigger and stronger, but is a late bloomer who might pay dividends."
164,2014,Pavel Kraskovsky,"Russian youngster with good offensive talent, feet and eyes for the game. Has a huge frame to add size and muscle where presently there is none."
168,2014,Radel Fazleev,"After a lengthy absence due to a wrist injury, the Russian-born forward returned to displays strong leg drive and upper core strength as he climbed into the conversation as a late round pick. Has strong hockey sense and abilities, but needs time to continue to develop."
159,2014,Steven Spinner,"Under six foot is thick and possesses good vision, excellent speed, and good puck skills. Need to develop  a better game away from the puck, especially in the defensive zone."
162,2014,Aaron Irving,"Western league defender with a solid all-around two-way game.  Very active stick, good gap control and defensive positioning. can make the outlet pass out of his zone, but also carry the mail if it is not an option. In his first full year in the dub he is confident with the puck and physical when separating the attacker from it. Makes the safe outlet pass well. Has a bit of edge to his game."
154,2014,Aaron Haydon,"He is never going to be recognized as a puck carrying dee-man, he nonetheless does have a good shot and some up-ice ability. He is better off when he sticks to the things he excels in, like being the large mobile defender who gets to the attackers and takes them out with aggression, big hits, and downright challenges. Unafraid to knock on the door of the other team's toughest guy and ask him to come out and play. Has decent range of his skates, good balance and a nice reach to break things up. Big defenseman who plays a solid defensive game by keeping it simple. Uses his size and clears the front. Can be pressured into mistakes when rushed, and is working to improve his puck handling ability.  Was named to the USA Developmental team playing in the Ivan Hlinka Tournament."
152,2014,Joey Dudek,"Prep school Centre-wing who has a compact solid body and good hockey smarts. His biggest strength is his playmaking as he strings things and waits for things to develop before passing. Has good balance and jump, and is more meat and potatoes as an attacker who will take a hit to make a play, but tends to be a perimeter. Not over physical on either end, but hopefully when he gains strength and girth as he advances, he plays a more complete game as an attacker and a defender. Was named to the USA Developmental team playing in the Ivan Hlinka Tournament. Committed to Boston College"
151,2014,Christopher Brown,"Lightweight centerman with elite feet, soft touch and goal scoring ability. Displays good anticipation and can play fast. So far he hasn't really played in competition where he has met much physicality, so that will be a concern."
146,2014,Anders Bjork,Average sized player who plays both wings and projects as a third line line wing. An impressive skater with good strength in his stride that enables him to be a difference in transition. Has a heavy wrister and makes attack zone turnovers that lead into scoring chances. Is strong on the puck on the wall and handles physicality. His energy and work ethic is contagious and his has upside.
145,2014,Anthony Angello,Huge punishing centre with a strong defensive presence and a large physical commitment in the offensive zone. Effective checker excellent wall worker. He makes the enemy work hard in the battle zones. Uses the gifts of size and long reach to win in those areas. Developmental pick that projects as bottom end centre-forward who will be difficult to play against.
139,2014,Tanner Faith,"A huge defenseman who season was marred two shoulder surgeries. Has fallen behind in terms of development, but has displayed good work in his own end with decent physicality and hard play in front of his net. Knows his present limitations and plays inside them. His feet need work but his active controlled aggression may get his name called out."
138,2014,Oskar Lindblom,"Two way wing with good size and instinctive scoring prowess. Not really gifted as a balanced or quick skater, he plods back and forth with little acceleration or quickness. That being said, skating can be improved. His gift is incredible hand/eye coordination that is used by him gaining position inside the circles and him delivering goals on deflections, rebounds and passes. Can pick an area of the net and quickly releases acquired pucks to the back of the netting. Will work the wall and use his size. He was selected to the roster for the World Junior Under-18 Tournament in April."
137,2014,Tyler Bird,"Longer term prospect who is committed to Brown University.  A drive to the net, handle the boards guy with physicality, size and girth. His strong body and build already work well and co-ordinated with his feet. Granted, it takes a couple strides for him to get to top speed, but once going he has a powerful stride and balance that make him difficult to derail. Will get bigger and stronger. It's not like he doesn't have moves, scoring ability or power at the present New England HS level. Plays nonstop and you know he is out there, especially if you are the opposition."
141,2014,Luc Snuggerud,"Unbridled offenseman who is a tremendous puck carrier with PP QB qualities, dangle, and transition skills. The question may be is just a riverboat gambler, or somewhat lacking in the IQ to understand situations and the ice to utilize team attack or does he disregard it to go one man show. Long term project with need of more strength and less predicability in his  attack skills.  Committed to the University of Nebraska-Omaha."
147,2014,Daniel Audette,"His bloodlines and elusiveness put the undersized Audette on scout's radar because of his skill,speed and heart. His skating base, and lower body strength make him strong on the puck and a guy who plays big and is a scoring threat at a moment's notice. Reads the ice and can handle the puck at his top gear, but also he can go laterally with sharp cuts and stop/starts to get loose. His vision allows him to slip away and act on the room he has made for himself, as he passes the puck extremely well and also works hard in his own end back checking. Looks like a good long term selection who may help a team down the road."
149,2014,Rourke Chartier,"Undersized centre with very good speed, quickness and feel for the soft areas to position himself in. At this point, he is big enough or physically strong enough to overcome the road blocks that opponents became. He is unable to maintain ground or possession on many an occasion. Understand his defensive responsibilities and knows how to attack. He needs to bigger all around to undertake them adequately."
133,2014,Dysin Mayo,"Long term project on defense who has the wheels, but has yet to understand when to use them. Very raw in his own end, and runs around too much. Must learn when to activate into offense. Needs work on his outlets in transition. It is his earnest compete level and confidence he can make plays out of the ordinary that may lead to teams moving off him developmental. Might just grow his game into a strong and patient one."
134,2014,Shane Gersich,"Flyer with game breaking ability and snarl. Tremendous shot, powerful burst with a great feel for offensive. Can be creative with the pass or let go a heavy blast or one-timer. Strong skater with the ability to spurt through and around defenders and has enough edge to compete against anyone. Plays bigger than he is. Good in the dot. Is passionate as a defensive forechecker and attacker to the front. Strong on the puck and fearless yet undersized. He might be the hidden fireplug of the crop."
131,2014,Ryan Rehill,Best fist fighter in the class.
128,2014,Dakota Joshua,"Big framed developmental project with excellent reach, puck skills and a 200 foot game. A good skater who once in a specialized weight training program will gain power in his stride and get a lot bigger. That will make him even more of a problem when he sets up in front or battles along the wall. Already uses his reach, and works the wall fairly well. Committed to Ohio Stare University."
140,2014,Daniel Walcott,"Under six footer with an offensive side to his physical defensive style. Quick on his feet and plays with an edge. Has good vision and a decent shot. A strong shutdown defender in the Q, who battles as well as any  player in the league."
130,2014,Liam Coughlin,Committed to Boston University.
129,2014,C. J. Franklin,"Was named to the U.S. World Junior A roster for the Junior A Challenge. Third year eligible who isn’t big, but definitely has grown his game. Excellent lateral mobility, quickness ability to creat chances as he forces takeovers with good forechecking and banging. Creative and shifty. Some team may take a chance."
126,2014,Gustav Forsling,Stood out at the World Junior U-18 as a future offensive contributor from the backline. A good puck mover who has a cannon that he lets go from both the point and when he moves up into the play. Displays  veteran-like recognition in his reads and his ability to hold possessions in the defensive zone. Will need to make huge strides the weight room in order to handle NHL defensive duties. Is very aggressive defensively and can close down on attackers entering his defensive zone. But his lack of elite quickness and defensive girth may limit his projection as a pro.
127,2014,Clark Bishop,"Positionally strong centre with high-end acceleration and a strong two way game. Works hard all over the sheet, despite not having the superior hands or the ability to finish plays with goals or great set-ups. Good penalty killer. willing to do all the little things it takes to win."
124,2014,Jaedon Descheneau,"Fireplug who uses his solid frame to play like a much bigger forward.  Has soft hands, above average hockey IQ, and pistons that don't stop moving, working hard to pressure down low.  His shot and awareness game in and out show that he is that rare bird that can defy odds and continue up the ladder to the big leagues. Might take a few too many shots from the perimeter, but isn't afraid of the battle areas."
142,2014,Tyler Nanne,Great bloodline in this smaller but gifted package that  can generate chances from all forward positions and from the backline as an attacker. Has excellent agility and offensive instincts as a defenseman. Good in transition and gets by defensively with good positioning. At the high school level was an excellent penalty killer too. Did I mention he is Lou nanne's grandson?
122,2014,Richard Nejezchleb,"So far has been passed on in two draft years, due to the fact that he had the tools, but the toolbox was considered empty. Has the size, but is lacking a first step and his stride is short. He is not balanced or agile. Once moving he can create separation against defenders and passes the puck well in traffic. Good wall game. The transfer from the Czech Republic to the Wheatkings  did show a more physical side emerge. Regardless of his negatives, he has a strong quick stick and good hands, but needs consistency along with better skating technique."
120,2014,Steven Johnson,Two way defenseman. Commited to the University of Minnesota. Was named to the U.S. World Junior A roster for the Junior A Challenge.
123,2014,Matthew Berkovitz,"Poised defenseman with great skating fluidity and poise to his game. not a bruiser and not a blazer, but the strength of his play is based on his patient use of his feet as a defender and with his activating on offense.  Great walking the blue line on the PP. Uses his skating to close down on attackers quickly so they have no time or space. Can be cat-like patent, giving the attackers room and time, and then  before they knock he catches that mouse. Not very physical at this point, sticking to basics but has shown he can ratchet up a notch. Was the best back-liner of the Fall elite league. He was a memnber of Team Wisconsin. and has committed to the University of Wisconsin."
121,2014,Max Willman,Second year eligible centre with very good puck skills and a deceptively fast energizer bunny with great lateral mobility and edging. Can make plays at a high tempo.  Clocks in at six foot and 180 and will need to get stronger.A longer range prospect who might develop into more of a complimentary offensive generator. Committed to Brown University.
125,2014,Nikolas Koberstein,Committed to the University of Alaska - Fairbanks.
117,2014,Michael Bunting,"A late bloomer who entered the OHL as an 18 year old rookie. Very good vision, speed, hands, and quick shot.  Finds the open soft areas, and makes space by getting open.  An under the radar prospect who shows good upside. He needs bulk, strength and time."
118,2014,Igor Shesterkin,Russian goaltender who dominated the MHL junior league before being elevated to the KHL parent club. Agile and and good angie goalie. Whomever takes him will wait and see if the selection pays off.
119,2014,Ben Thomas,"A strong two-way defender with size, skills and a very high compete level. Excellent puck handler with soft hands and the skill and initiative to use his quick start ability to handle things solo. Developing power play guy, he uses his quick stick and body to break attacks up. Needs work on his back ward skating game. Not shy at shouldering the play at both ends."
114,2014,Alexis Pepin,"A big man who shows grit and competitive spirit. His size and ferocity cause opponents fits in the attack zone as he makes contact with impact. Good all around player and decent in his defensive zone. The knock comes by the fact that while he is a good skater, he just doesn't have that quickness you would like on the attack. In small areas, there really isn't an issue, and he can set up, move out, and stay with opponents. The questions them becomes is he a player that can eventually play in your top six, or can he continue as a centre effectively at higher competition levels."
115,2014,Brent Moran,"Second year eligible goaler with good reflexes, athleticism and tracks the puck well."
107,2014,Julien Pelletier,Smaller Q league centre who is able to generate offense with good smarts and hands. Reads the ice well and finds the open spots along with the open man.  Longer term project who will need to get stronger thicker and improve his feet.
109,2014,Kaapo Kähkönen,"Finnish 'tender with decent size and agility. Has good quickness post to post. Has good rebound control, good blocker and glove hand."
103,2014,J. J. Piccinich,"Thick six foot wing with a strong powerful stride, plays strong on the puck and evolved into a good scorer as the season went on. He finds the open seem and gets open. Has a nice wrist shot that he lets go quickly with power. He shows defensive responsibility out there, and may develop at the next level."
110,2014,Austin Poganski,"Big wing who plays strong and fast. Has a powerful long stride and can carry defenders when crashing down low. Plays strong on the puck, with good hands and scoring smarts. Strong hard competitor who wins in the battle zones, wall, and behind the net. Always keeps his feet moving and makes chances for himself. Also displays good East-West lateral ability. Much to like in this developing wing. Was named to the U.S. World Junior A roster for the Junior A Challenge."
112,2014,Viktor Arvidsson,Third year eligible is an undersized skilled attacker who uses his quick feet and motor to attack the net with reckless abandon. A scorer who lives to take the shot. Good one on one. Good quick release. He works hard in the defensive aspects. His game is far from rounded and at this point is dependent upon linemates feeding him.
105,2014,Michael Prapavessis,"With the lack of high-end sure thing rushing offensivemen in the draft class, this long term project has superb feel and hockey sense, a good feeling for the attack, and makes tape to tape passes. His shot is fairly weak, and his defensive game is far from poised and his physicality is nonexistent. Has the tools but needs development to his body and his game."
101,2014,Nelson Nogier,"Big defender who is a strong balanced skater with good mobility, and excellent defensive awareness. Takes good angles and close well, and use his active stick well to break things up. Keeps his goalies sight lines open by clearing attackers out. At this juncture it appears he has many of the tools to be a solid shut down defender with a possible payoff down the line as a player with some offensive side to his game. Has the size and frame to fill out even bigger. A smart defenseman who reads and reacts with calm demeanor. Uses his stick to break up plays and stop advances. His great mobility allows him to close down on attackers, move laterally to force attackers to the outside and handle one on ones. Clears the front. Much to like in this developing player."
98,2014,Frederik Olofsson,Third year eligible Swedish winger.
100,2014,Shane Eiserman,"Second year eligible late birthday who is a disciplined attacking wing with nice size and fluidity to his feet. Thick build and naturally strong and powerful, but lacks first step quickness and projects as a grinder/power winger at this juncture. Loves to initiate contact and is best down low in the attack zone. Is a battler on the wall and in front and causes problems for defenders. Projects as a North-South power winger who has a skill game to match his physicality. Has committed to the University of New Hampshire."
104,2014,Ryan Mantha,"Has been man-sized since he was 16, and was converted to a dee-man due to his size and  temperament. Has a big hard shot, and is good at getting the puck to his mates. He will need more lateral ability to close better,but he does a fine job of clearing the front and protecting teammates. Was named to the USA Developmental team playing in the Ivan Hlinka Tournament. Was named to the U.S. World Junior A roster for the Junior A Challenge."
102,2014,Alexis Vanier,"Huge defender who is starting to develop edge, as he improves his all-around game and feet. must make big strides in terms of stop/starts, and lateral movement if he is to to be given consideration if he wants his name called."
96,2014,Josh Wesley,"Son of Glenn doesn’t have makings of an up-size difference maker but plays a solid defensive game to his present abilities as a possible future shutdown defender as he is already strong, and understand the defensive side. At this juncture his feet and over all strength need plenty of work. Once he improves there, he can hone his safe, risk-free style to climb the ladder. Developmental prospect."
99,2014,Chase De Leo,"Undersized centre with high energy and aggressiveness despite a lack of size. Good in tight on the attack, and has great quickness to cause turnovers. Good on both PP and PK. Wins face-offs. Blocks shots. Never quits. Plays big."
94,2014,Ville Husso,"Top European goaltender who displays good technique, athleticism, glove and fluid movement. He was selected to the roster for the World Junior Under-18 Tournament in April."
97,2014,Lucas Wallmark,"Under six foot elite skilled center/wing who is an offensive generator who never quits in his attempts to make plays or score. Good in the face-off circle, and good in all three zones. He has been selected to the roster for the World Junior Under-18 Tournament ithe last two years. A heel injury made teams wary of selecting him in 2013."
92,2014,Joe Wegwerth,Projects as a power forward. has above average speed and a powerful stride and can hold possession on the entrance.Takes pucks away on the wall. has a good shot. uses his size to drive to the front. will inflict pain via contact. Has not yet rounded his offensive game and is a few years away from be considered for an NHL roster.
91,2014,William Lagesson,"All-around defenseman with size, excellent speed, and a strong two-way game.  Is not a physical defender but will use his size to wall players off. Has an active stick in the defensive zones, and displays lateral mobility. Has good jump and carries the puck well and makes crisp outlet passes. Needs work in all phases, and projects are a long term developmental selection."
90,2014,Mike Amadio,"Solid two way centre with good vision, quick stick, and good jump once he get the legs churning. Wins 50-50 pucks, sets up screens in front, and has some bang to his game. Thinks the game well, and is willing to do the work to make a play. Has improved his work in the defensive zone. As he progresses, it is hoped he plays with intensity every shift."
88,2014,Beau Starrett,"Intriguing prospect from a hockey family with great height and attractive potential. Has the size but will remain a longer term prospect until he gets better coordinated and more muscle on his long skinny frame. There is lots to like and wait for. He has put points on the board, and plays a tenacious forechecking role. Strong on the puck. He has decent hands and a nice hard shot. Is a very good skater and once he puts muscle on, he may be a player. He is a future shutdown centre with toughness."
86,2014,Mark Friedman,"Impressive skater with good speed, agility, stick skills, and will take the body. Committed to Bowling Green State University."
87,2014,Anton Karlsson,"Aggressive pounding forward who played like a North American style winger for Sweden at the 2013 World Junior Under-18 Tournament. Heavy hitter who the opposition remembers. makes contact hard in corners and in front. Works the cycle well, because he gets room. Let's loose a heavy shot. Agitates. Handles the puck well in traffic and has good hands and feet."
84,2014,Kyle Wood,Big OHL defender whose game is a work in progress. Already displays toughness and has yet to put all the parts together. Growing into his size. A team will select him and help with putting the parts in place.
89,2014,Nathan Walker,"Australian born 20 year old who is draft eligible, and due to a rule stipulation is playing for the AHL pro team the Hersey Bears."
83,2014,Matheson Iacopelli,3rd year eligible wing is a scorer with hard wrist shot and quick release. Strong when carrying on the attack and is able to find the soft areas in the attack zone for the set-up pass. Well balanced skater  with a set of gears. So far he isn't very interested in the defensive zone. Committed to Western Michigan University.
85,2014,Keegan Iverson,"Big thick potential power winger in the making. Plays a robust take no prisoners style that has him leaving the opposition looking for him and losing track of the play. Far from a proven scorer, he does have the strength, energy, and passion to continue improving his offensive abilities. Does possess a heavy shot and soft hands that get the puck to teammates to provide scoring chances."
81,2014,Dylan Sadowy,"Feisty winger who isn’t the prettiest skater but is has quickness in his long strides that gets him involved on both ends of the ice. Is smart with the puck and has a quick shot that netted him 27 goals. Is a battler in play and will drop ’em. A gamer who will block shots,  and compete hard out there for 60 minutes. can fill out and get stronger in the lower body to get even quicker, but is showing there may be enough to make the NHL grade in the lower lines."
79,2014,Brayden Point,Diminutive centre with keen offensive instincts at feet that are always moving. Fast enough that he eludes checks and seems to dart out from nowhere to receive passes and get scoring chances. He couples that elusiveness with tremendous stick-handling ability and great touch down low. Hard-working smaller player with excellent jump and ability to pressure. Relentless in pursuit and responsible in his own end. Generates offense with his passes and steals.
76,2014,Elvis Merzlikins,one of the longshots is this young Latvian goaler who took the Swiss  Senior league by storm.
73,2014,Brett Lernout,"Very large intimidating defender who projects as a 6 or 7 who takes advantage of his chances to play by arriving in a bad mood ready to punish the opposition with ever chance. Not just a bruiser. He will make it hard for you to play against him, but shows some patience and awareness when he is in possession for his team or in the neutral zone. Painfully clears the front. Closes out his man on the entrance, so the rusher remembers it. I am not sure if he is completely adjusted to his growing body, as he will look pretty smooth on his pins on the carry until HE gets jostled. He is not looking to be the offensive force in his pairing, but passes pretty well and has a good shot from the perimeter. There is room for him to get bigger and stronger, and with that his balance and feet may catch up."
74,2014,Brycen Martin,"All-around solid defender who displays a very solid defensive game and enough skating ability to advance to the higher levels. Understands his end of the ice and takes care of it as his primary duty. He can clear the front, handle wall work, and maintain possession in the corners. He is positionally strong and maintains his ground well when attackers press. Is able to keep composure and make that all-important transition pass out. Skates well enough that there is an offensive upside to his game. He is a player you don't notice, because he isn't making huge mistakes that bring him into the light."
77,2014,Blake Siebenaler,"Mobile defenseman whose up-ice game is far more polished than his back end play. Has good size, hands and feet. Fairly new to the defense position since converting from forward. Projects as a long term project that must learn the defensive nuances of his zone and improve his play in his own zone. Good puck carrier who has excellent hands and passing skills and advanced to being a regular on the point of the Icedog PP, and playing big minutes each game."
93,2014,Nick Magyar,"In a draft where many post first round scoring forwards are smaller, this kid has the offensive ability and frame to grow into a good player.  Plays a smart responsible game that is less fancy. Not a fancy lateral guy who dekes here and there-but uses his good hands, anticipation, vision, and a strong forecheck to attack. Has a physical side. Finishes checks, uses his size on the wall, and then gets open. More weight room and development might add muscle that will help improve his leg drive and foot speed. And as so many youngsters he needs work on the defensive side, but plenty of upside there."
70,2014,Miles Gendron,"Former Centre converted full time to defense. Committed to the U Conn. but that will not be until 2015. Might be five years from the team selecting him having to make the decision. Displays excellent quickness and skating ability. Quick to the puck carrier. When carrying, he reads the ice and  has several gears. Usually one of the fastes players in any game against any opponent. Long term project with lots fo questions but also lots to like."
